,date,startup_name,industry_vertical,subvertical,city,investor,investment_type,amount,year,month
227,2018-04-06,kashmir box,e-commerce,"online marketplace for handicrafts, handlooms and local produce",srinagar,"bhairavi jani, alok divatia, namrata kaul, sohail hashemi, aijaz saleem",seed,,2018,4
228,2018-05-06,crowdera,finance,online crowdfunding platform,nagpur,"anil advani, pramod jain, amrendra reddy and manish satnaliwala.",seed,,2018,5
229,2018-05-06,zoctr,healthcare,online healthcare aggregator,mumbai,nb ventures and others,seed,,2018,5
230,2018-07-06,annapurna finance,finance,non-banking financial company,bhunbaneshwar,oman india joint investment fund (oijif),private equity,1908310000.0,2018,7
231,2018-07-06,meesho,consumer internet,online marketplace for resellers,bengaluru,"sequoia capital india, saif partners, y combinator and venture highway",private equity,954155000.0,2018,7
232,2018-10-06,ayefinance,finance,online lending platform,gurgaon,"capitalg, saif partners and lgt impact ventures",private equity,1783855000.0,2018,10
233,2018-11-06,theranosis,healthcare,specialised diagnostics platform,hyderabad,mumbai angels network,seed,,2018,11
234,2018-12-06,alpha capital,finance,supplychain finance,mumbai,alpha capital,private equity,1227956000.0,2018,12
235,2018-12-06,eshakti,e-commerce,fashion e-tailer,chennai,paragon partners,private equity,837997000.0,2018,12
236,2018-12-06,daily ninja,consumer internet,hyperlocal delivery platform,bengaluru,saama capital and sequoia capital,seed,248910000.0,2018,12
237,2018-06-13,nirogstreet,healthcare,an online platform that connects ayurveda doctors with patients,gurgaon,"spiral ventures, subho ray and samir kumar",seed,24891000.0,2018,6
238,2018-06-13,nivesh,finance,mass market mutual fund investment platform,noida,"letsventure, rajan anandan, basab pradhan, vivek khare and bijoy george",seed,37336500.0,2018,6
239,2018-06-13,what's up life,consumer internet,"a local discovery app for dining-out, party, leisure and events",gurgaon,rannvijay singha,seed,,2018,6
240,2018-06-14,homelane,consumer internet,online home furnishing solutions,bengaluru,brand capital,seed,286246500.0,2018,6
241,2018-06-14,network intelligence,technology,cybersecurity specialist,mumbai,helix investments,private equity,398256000.0,2018,6
242,2018-06-18,tynor othontics,healthcare,prosthetics manufacturers,chandigarh,lighthouse funds & thuasne participations,private equity,1742370000.0,2018,6
243,2018-06-18,elucidata,it,data analytics (saas),india/uk,hyperplane venture capital and several angel investors,seed,141049000.0,2018,6
244,2018-06-19,chrysalis,ed-tech,education services provider,pune,menterra venture & artha initiatives,seed,,2018,6
245,2018-06-19,rentsher,consumer internet,online rental marketplace,bengaluru,"shorooq investments, letsventure & others",seed,91267000.0,2018,6
246,2018-06-20,drip capital,finance,trade finance firm,mumbai,"accel, sequoia india, y combinator and others.",private equity,1244550000.0,2018,6
247,2018-06-22,wickedride,consumer internet,online motorbike and scooter rental platforms,bengaluru,"sequoia capital, accel & raghunandan gangappa",private equity,755027000.0,2018,6
248,2018-06-25,policybazaar,consumer internet,online insurance selling platform,gurgaon,softbank group vision fund & info edge (india) ltd,private equity,16594000000.0,2018,6
249,2018-06-25,hipbar,consumer internet,digital payment platform for beverage delivery,bengaluru,diageo india,private equity,331880000.0,2018,6
250,2018-06-25,sqqrl,finance,app-based investment platform,gurgaon,equanimity venture fund,seed,82970000.0,2018,6
251,2018-06-26,paytm,technology,digital payment platform,noida,one 97 communications,private equity,742581500.0,2018,6
252,2018-06-26,sigtuple,healthcare,data driven intelligence solutions platform,bengaluru,"accel, idg venture, endiya partners, pi ventures, vh capital, axilor ventures and binny bansal",private equity,1576430000.0,2018,6
253,2018-06-27,wow express,technology,e-commerce logistics platform,mumbai,undisclosed,private equity,373365000.0,2018,6
254,2018-06-28,front desk ai,technology,an ai platform offering automated customer service software,bengaluru,speciale invest & others,seed,91267000.0,2018,6
255,2018-06-28,edureka,ed-tech,online education platform,bengaluru,leo capital,seed,165940000.0,2018,6
256,2018-06-29,numeroseven,technology,an artificial intelligence-based recruitment platform,kolkata,shiva gunapu & others,seed,,2018,6
257,2018-02-05,opentap,finance,online lending platform,chennai,unknown high net-worth individuals,seed,37336500.0,2018,2
258,2018-02-05,bizongo,consumer internet,aggregator for packaging material,mumbai,"b capital, international finance corporation (ifc), accel and idg ventures",private equity,1825340000.0,2018,2
259,2018-03-05,disprz,it,saas,chennai,"il&fs private equity, kae capital & others",seed,207425000.0,2018,3
260,2018-07-05,paisadukan,consumer internet,p2p lending platform,mumbai,,seed,18668250.0,2018,7
261,2018-09-05,i3sysytems,technology,ai product company for health and life insurane companies,mumbai,"unitus ventures, behram vakil and jerxis vandrevala",seed,82970000.0,2018,9
262,2018-11-05,earth food,consumer internet,agri-tech,pune,rairah corporation,seed,78738530.0,2018,11
263,2018-05-14,nykaa,consumer internet,beauty e-tailer,mumbai,"sunil munjal, harsh mariwala, dalip pathak and others",private equity,1991280000.0,2018,5
264,2018-05-16,mfine,healthcare,doctor-consultation app,bengaluru,"prime venture partners, stellaris venture partners and mayur abhaya srisrimal",private equity,348474000.0,2018,5
265,2018-05-21,rocketium,technology,online video creation platform,bengaluru,blume ventures,seed,24891000.0,2018,5
266,2018-05-21,milkbasket,technology,micro-delivery grocery startup,gurgaon,"kalaari capital, unilever ventures and blume ventures",private equity,580790000.0,2018,5
267,2018-05-22,vola,finance,micro lending platform,bengaluru,credika and unnamed angel investors,seed,41485000.0,2018,5
268,2018-05-22,cashkumar,consumer internet,p2p lending platform,bengaluru,letsventure,seed,60982950.0,2018,5
269,2018-05-23,edyoo,e-commerce,products for shoolgoing children,bengaluru,rs shanbag,seed,60982950.0,2018,5
270,2018-05-23,aashiyaan,finance,housing finance for low-income families,kolkata,"insistor, oikocredit",seed,165940000.0,2018,5
271,2018-05-24,smartivity,ed-tech,designer of toys and learning projects for kids,delhi,"ashish kacholi, s chand group",seed,165940000.0,2018,5
272,2018-05-24,bonphulapl,clean-tech,oxygen optimiser manufacturer,delhi,atul gupta and saurabh rastogi,seed,24310210.0,2018,5
273,2018-05-27,acko,consumer internet,online insurance platform,mumbai,"amazon, ashish dhawan, catamaran ventures, nr narayana murthy.",seed,995640000.0,2018,5
274,2018-05-28,hwell24,healthcare,home healthcare aggregator,mumbai,"prashant mehta, mitali pawar, nikhil g and bhavesh p, r ranganathan, oncotrust and medintel services pvt. ltd",seed,16594000.0,2018,5
275,2018-05-29,toffee,consumer internet,online insurance platform,gurgaon,"kalaari capital, omidyar network and accion venture labs",seed,124455000.0,2018,5
276,2018-05-29,tonetag,technology,mobile payments technology platform,bengaluru,amazon inc. and mastercard,private equity,663760000.0,2018,5
277,2018-05-30,events high,consumer internet,events and activities discovery platform,bengaluru,treebo,private equity,,2018,5
278,2018-05-30,stellaps,technology,iot application platform in agriculture,bengaluru,"indusage partners, bill & melinda gates foundation, qualcomm venture, abb technology ventures, omnivore, blume ventures, venture highway and beenext",private equity,1161580000.0,2018,5
279,2018-05-31,credright,consumer internet,lending platform for smes,hyderabad,"accion venture lab, yournest venture capital and other angel investors",seed,107861000.0,2018,5
280,2018-02-04,fitternity,consumer internet,online fitness discovey platform,mumbai,"exfinity venture, saha fund partners, arihant patni of patni family office, anjali bansal, shardul amarchand mangaldas, satish khanna and taparia family office.",private equity,165940000.0,2018,2
281,2018-02-04,synctag,technology,social media anlaytics platform,coimbatore,subhkam ventures and mohit khadaria,seed,25521572.0,2018,2
282,2018-02-04,benepik,technology,enhanced employee engagement platform,gurgaon,"vishal bali, yogesh misra, thomas assessments and others",seed,,2018,2
283,2018-02-04,finzy,consumer internet,online loan matchmaking platform,bengaluru,,seed,107861000.0,2018,2
284,2018-04-04,varthana,finance,loans and services to affordable private schools in india,bengaluru,"chryscapital, existing investors, elevar equity, lgt impact, omidyar network and kaizen private equity also participated in the round",private equity,4563350000.0,2018,4
285,2018-05-04,indigolearn,ed-tech,online education platform,hyderabad,"maheshwar peri, founder and chairman of career information portal careers360, and jamshed jeejeebhoy, director at byramjee jeejeebhoy pvt. ltd were among the angels",seed,12445500.0,2018,5
286,2018-05-04,vedantu,ed-tech,interactive online tutoring platform,bengaluru,"accel, tiger global and others",private equity,829700000.0,2018,5
287,2018-09-04,kaleidofin,fiinance,digital financial services platform,chennai,omidyar network. blume ventures and professor shlomo ben-haim,seed,232316000.0,2018,9
288,2018-09-04,pipabella,consumer internet,fashion accessories etailer,mumbai,fireside ventures,seed,82970000.0,2018,9
289,2018-09-04,elemential,technology,blockchain platform,mumbai,"matrix partner, amrish rau, investopad, digital currency group, hinduja group, lightspeed india, eight innovate, amit ranjan, prashant malik and others",seed,,2018,9
290,2018-09-04,kriger campus,ed-tech,mobile-based education network,delhi,,seed,3828235.8,2018,9
291,2018-10-04,loanzen,finance,digital lending platform in logistics,bengaluru,kae capital management,seed,,2018,10
292,2018-10-04,traveltriangle,consumer internet,online travel marketplace,gurgaon,"fundamentum, saif partners, bessemer venture partners, rb investments & others",private equity,995640000.0,2018,10
293,2018-12-04,letsmd,healthcare,platform to discover healthcare financing options,delhi,"sri capital, waterbridge ventures and thinkuvate",seed,82970000.0,2018,12
294,2018-12-04,ayefinance,finance,online lending platform,gurgaon,"blueorchard finance ltd, hinduja leyland finance and intellegrow",debt funding,381662000.0,2018,12
295,2018-04-13,mintifi,finance,online lending platform,mumbai,lok capital,seed,165940000.0,2018,4
296,2018-04-16,icanstay,consumer internet,online platform for luxury hotel stay for business travelers,delhi,mr. manoj prasad,seed,41485000.0,2018,4
297,2018-04-16,pregbuddy,healthcare,connected care app for pregnant women,bengaluru,"rajan anandan, madhusudhan kannan, jayant kadambi, puneet gupta and pradeep k jaisingh",seed,,2018,4
298,2018-04-18,coverfox,consumer internet,online insurance aggregator,mumbai,"international finance corporation, transamerica and others.",private equity,1825340000.0,2018,4
299,2018-04-19,lenskart,consumer internet,online eyewear retailer,faridabad,tr capital,private equity,,2018,4
300,2018-04-19,mamaearth,healthcare,online baby care products,gurgaon,shilpa shetty kundra,private equity,,2018,4
301,2018-04-19,fyle technologies,technology,ai based expense management platform,bengaluru,pravega ventures and beenext,seed,91267000.0,2018,4
302,2018-04-19,true balance,technology,mobile balance checking app,gurgaon,"line ventures corporation, line corp, naver, shinhan bank and ts investment",private equity,1908310000.0,2018,4
303,2018-04-22,visit,healthcare,ai driven health tech platform,delhi,"biz stone, kunal bahl, rohit bansal, alagu periyannan and karthee madasamy",private equity,,2018,4
304,2018-04-22,doxper,healthcare,digitized health-tech solutions for practitioners,mumbai,vidal healthcare,seed,157643000.0,2018,4
305,2018-04-22,nykaa,consumer internet,beauty e-tailer,mumbai,"sunil munjal, harsh mariwala, dalip pathak and others",private equity,912670000.0,2018,4
306,2018-04-23,mihuru,finance,online platform providing micro loans for air travel,mumbai,,seed,12445500.0,2018,4
307,2018-04-23,capital float,finance,online lending platform,bengaluru,amazon,private equity,1825340000.0,2018,4
308,2018-04-25,trip shelf,consumer internet,online travel marketplace,delhi,"gems advisory, alok mittal and sachin bhatia",seed,20410620.0,2018,4
309,2018-04-26,popxo,technology,women focussed digital media platform,delhi,"neoplux, oppo, idg ventures india, kalaari capital, gree ventures and summit media",private equity,456335000.0,2018,4
310,2018-04-26,railyatri,consumer internet,online travel ticketing platform,noida,"omidyar network, nandan nilekani, blume ventures, helion venture partners",private equity,,2018,4
311,2018-04-27,1mg,consumer internet,online pharmacy store,gurgaon,"sequoia capital, maverick capital ltd and hbm healthcare investments ltd",private equity,829700000.0,2018,4
312,2018-04-29,rubique,consumer internet,online lending marketplace,mumbai,"emery capital, blacksoil and kalaari capital",private equity,,2018,4
313,2018-04-30,samco,consumer internet,online stock broker,mumbai,bay capital investments and others,private equity,622275000.0,2018,4
314,2018-04-30,myloancare,finance,b2c online loans marketplace,gurgaon,sar group,seed,81144660.0,2018,4
315,2018-01-03,pharmeasy,consumer internet,online pharmacy store,mumbai,"bessemer venture partners and orios venture partners, jm financials and memg",private equity,,2018,1
316,2018-01-03,buddy4studdy,consumer internet,online scholarship portal,noida,cba capital and others,private equity,248910000.0,2018,1
317,2018-01-03,urban ladder,e-commerce,online furniture store,bengaluru,"sequoia capital, saif partners and kalaari capital",private equity,995640000.0,2018,1
318,2018-03-03,kuvera,consumer internet,online financial planning,bengaluru,"baskar subramanian, saket kumar, gaurav suri and ankit kesarwani",seed,20742500.0,2018,3
